cpv_supp_id;cpv_order;cpv_name_bg;cpv_name_cs;cpv_name_da;cpv_name_de;cpv_name_el;cpv_name_en;cpv_name_es;cpv_name_et;cpv_name_fi;cpv_name_fr;cpv_name_ga;cpv_name_hr;cpv_name_hu;cpv_name_it;cpv_name_lt;cpv_name_lv;cpv_name_mt;cpv_name_nl;cpv_name_pl;cpv_name_pt;cpv_name_ro;cpv_name_sk;cpv_name_sl;cpv_name_sv
"KA06-7";"599";"За газовата промишленост";"Pro plynárenský průmysl";"Til gasindustrien";"Für die Gasindustrie";"Για τη βιομηχανία αερίου";"For the gas industry";"Para la industria del gas";"Gaasitööstuse jaoks";"Maakaasualalle";"Pour l'industrie gazière";"For the gas industry";"Za plinsku industriju";"Gázipar számára";"Per l'industria del gas";"Dujų pramonės";"Gāzes rūpniecībai";"Għall-industrija tal-gass";"Voor de gasindustrie";"Dla sektora gazowego";"Para a indústria do gás";"Pentru industria de gaz";"Pre plynárenský priemysel";"Za industrijo plina";"För gasindustrin"
"KA07-0";"600";"За петролната промишленост";"Pro ropný průmysl";"Til olieindustrien";"Für die Ölindustrie";"Για τη βιομηχανία πετρελαίου";"For the oil industry";"Para la industria del petróleo";"Naftatööstuse jaoks";"Öljyalalle";"Pour l'industrie pétrolière";"For the oil industry";"Za naftnu industriju";"Olajipar számára";"Per l'industria del petrolio";"Naftos pramonės";"Naftas rūpniecībai";"Għall-industrija taż-żejt";"Voor de olie-industrie";"Dla sektora naftowego";"Para a indústria petrolífera";"Pentru industria petrolului";"Pre ropný priemysel";"Za naftno industrijo";"För oljeindustrin"
"KA08-3";"601";"За съхранение на природен газ";"Pro skladování zemního plynu";"Til oplagring af naturgas";"Für die Speicherung von Erdgas";"Για τη φύλαξη φυσικού αερίου";"For the storage of natural gas";"Para el almacenamiento de gas natural";"Maagaasi ladustamiseks";"Maakaasun varastointiin";"Pour le stockage du gaz naturel";"For the storage of natural gas";"Za skladištenje zemnog plina";"Földgáz tárolására";"Per lo stoccaggio del gas naturale";"Gamtinių dujų saugojimo";"Dabas gāzes krātuvēm";"Għall-ħżin tal-gass naturali";"Voor de opslag van aardgas";"Do składowania gazu ziemnego";"Para armazenagem de gás natural";"Pentru depozitarea gazelor naturale";"Na skladovanie zemného plynu";"Za skladiščenje zemeljskega plina";"För lagring av naturgas"
"KA09-6";"602";"За обработка на води";"Pro úpravu vody";"Til vandbehandling";"Für die Wasseraufbereitung";"Για την επεξεργασία του νερού";"For the treatment of water";"Para el tratamiento de aguas";"Veekäitluseks";"Vedenkäsittelyyn";"Pour le traitement de l'eau";"For the treatment of water";"Za pročišćavanje vode";"Vízkezeléshez";"Per il trattamento delle acque";"Vandens valymo";"Ūdens attīrīšanai";"Għat-trattament ta' l-ilma";"Voor waterbehandeling";"Do uzdatniania wody";"Para tratamento da água";"Pentru tratarea apei";"Na úpravu vody";"Za pripravo vode";"För vattenbehandling"
"KA10-9";"603";"За водната промишленост";"Pro použití ve vodárenství";"Til brug i vandindustrien";"Für die Wasserwirtschaft";"Για χρήση στη βιομηχανία νερού";"For use in the water industry";"Para uso en el sector del agua";"Veetööstuses kasutamiseks";"Vesiteollisuuteen";"Pour l'industrie de l'eau";"For use in the water industry";"Za uporabu u vodoprivredi";"Vízipari felhasználásra";"Per uso nell'industria idrica";"Vandens pramonės";"Izmantošanai ūdens rūpniecībā";"Għall-użu fl-industrija ta' l-ilma";"Voor gebruik in de waterindustrie";"Do użytku w sektorze wodociągowym";"Para uso na indústria da água";"Pentru industria apei";"Na použitie vo vodárenskom priemysle";"Za uporabo v vodnem gospodarstvu";"För användning i vattenindustrin"
"KA11-2";"604";"За водоразпределителни дружества";"Pro vodárenské služby";"Til vandforsyningsvirksomheder";"Für Wasserversorgungsunternehmen";"Για οργανισμούς ύδρευσης";"For water utilities";"Para servicios de agua";"Veevarustusele";"Vesilaitoksille";"Pour les services des eaux";"For water utilities";"Za vodoopskrbljivače";"Vízművek számára";"Per le compagnie dell'acqua";"Vandens tiekimo sistemos";"Ūdensapgādes uzņēmumiem";"Għal servizzi ta' l-ilma";"Voor waterbedrijven";"Dla przedsiębiorstw wodociągowych";"Para serviços de água";"Pentru companii de apă";"Pre vodárenské služby";"Za službe za oskrbo z vodo";"För vattenförsörjningsverksamhet"
"KA12-5";"605";"За производство на електроенергия";"Pro výrobu elektřiny";"Til elproduktion";"Für die Stromerzeugung";"Για παραγωγή ηλεκτρικής ενέργειας";"For electricity production";"Para producción de electricidad";"Elektrienergia tootmiseks";"Sähköntuotantoon";"Pour la production d'électricité";"For electricity production";"Za proizvodnju električne energije";"Villamosenergia-termeléshez";"Per la produzione di elettricità";"Elektros gamybos";"Elektroenerģijas ražošanai";"Għall-produzzjoni ta' l-elettriku";"Voor de opwekking van elektriciteit";"Do produkcji energii elektrycznej";"Para produção de electricidade";"Pentru producerea de electricitate";"Na výrobu elektriny";"Za proizvodnjo električne energije";"För elproduktion"
"KA13-8";"606";"Доставки за промишлеността";"Průmyslové dodávky";"Til industrien";"Zur Versorgung industrieller Verbraucher";"Προϊόντα βιομηχανικής χρήσης";"Industrial supply";"Suministro industrial";"Tööstuslik tarnimine";"Toimitukset teollisiin tarkoituksiin";"Approvisionnement industriel";"Industrial supply";"Industrijska opskrba";"Ipari ellátás";"Fornitura industriale";"Pramoninis tiekimas";"Piegāde rūpniecībai";"Provvista industrijali";"Industriële levering";"Dostawy przemysłowe";"Abastecimento industrial";"Aprovizionare industrială";"Priemyselná dodávka";"Industrijska dobava";"Industrileveranser"
"KA14-1";"607";"Отработени води";"Znečištěná voda";"Spildevand";"Schmutzwasser";"Βρόμικο νερό";"Foul water";"Aguas contaminadas";"Reovesi";"Likainen vesi";"Eaux usées";"Foul water";"Onečišćena voda";"Szennyezett víz";"Acqua sporca";"Nešvarus vanduo";"Piesārņots ūdens";"Ilma maħmuġ";"Afvalwater";"Woda ściekowa";"Água poluída";"Ape reziduale";"Znečistená voda";"Umazana voda";"Spillvatten"
"KA15-4";"608";"Пара";"Pára";"Damp";"Dampf";"Ατμός";"Steam";"Vapor";"Aur";"Höyry";"Vapeur";"Steam";"Para";"Gőz";"Vapore";"Garo";"Tvaiks";"Fwar";"Stoom";"Parowe";"Vapor";"Aburi";"Para";"Para";"Ånga"
"KA16-7";"609";"За енергийната промишленост";"Pro energetický průmysl";"Til energiindustrien";"Für die Energiewirtschaft";"Για τη βιομηχανία ενέργειας";"For the energy industry";"Para la industria energética";"Energiatööstuse jaoks";"Energiateollisuuteen";"Pour l'industrie énergétique";"For the energy industry";"Za energetiku";"Energiaipar számára";"Per l'industria dell'energia";"Energetikos pramonės";"Enerģētikai";"Għall-industrija ta' l-enerġija";"Voor de energie-industrie";"Dla sektora energetycznego";"Para a indústria energética";"Pentru industria de energie";"Pre energetický priemysel";"Za energetsko industrijo";"För energiindustrin"
"LA01-3";"610";"За анестезия";"Pro anestetika";"Til anæstesi";"Für die Anästhesie";"Για αναισθησία";"For anaesthetics";"Para anestesia";"Anesteesia jaoks";"Anestesiaan";"Pour anesthésie";"For anaesthetics";"Za anesteziju";"Altatáshoz";"Per anestesia";"Anestetikams";"Anestēzijā";"Għall-anastetiċi";"Voor anesthesie";"Dla anestezjologii";"Para anestesia";"Pentru anestezie";"Na anestéziu";"Za anestetike";"För anestesiologi"
"LA02-6";"611";"За бъбречна диализа";"Pro léčení umělou ledvinou";"Til behandling med kunstig nyre";"Für die Dialysebehandlung";"Για θεραπεία τεχνητού νεφρού";"For artificial-kidney treatment";"Para diálisis renal";"Tehisneeruga ravimiseks";"Keinomunuaishoitoon";"Pour dialyse rénale";"For artificial-kidney treatment";"Za liječenje dijalizom";"Művesekezeléshez";"Per dialisi renale";"Dirbtiniams inkstams gydyti";"Mākslīgo nieru ārstēšanā";"Għal trattament bi kliewi artifiċjali";"Voor kunstnierbehandelingen";"Do leczenia dializami";"Para tratamento por rim artificial";"Pentru dializă renală";"Na liečbu pomocou umelej obličky";"Za dializno zdravljenje";"För dialysbehandling"
"LA03-9";"612";"За аутопсия";"Pro autopsii";"Til obduktion";"Für die Autopsie";"Για αυτοψία";"For autopsy";"Para autopsia";"Lahkamise jaoks";"Ruumiinavaukseen";"Pour autopsie";"For autopsy";"Za autopsiju";"Boncoláshoz";"Per autopsia";"Autopsijai";"Autopsijā";"Għall-awtopsja";"Voor autopsie";"Do autopsji";"Para autópsia";"Pentru autopsie";"Na autopsiu";"Za obdukcijo";"För obduktioner"
"LA04-2";"613";"За бронхиална ендоскопия";"Pro bronchiální endoskopii";"Til bronkial endoskopi";"Für die Bronchialendoskopie";"Για βρογχική ενδοσκόπηση";"For bronchial endoscopy";"Para endoscopia bronquial";"Bronhoskoopia jaoks";"Keuhkoputkien tähystykseen";"Pour endoscopie des bronches";"For bronchial endoscopy";"Za bronhijalnu endoskopiju";"Hörgőendoszkópiához";"Per endoscopia bronchiale";"Bronchų endoskopijai";"Bronhu endoskopijā";"Għall-endoskopija bronkali";"Voor bronchoscopie";"Do bronchoskopii";"Para endoscopia brônquica";"Pentru endoscopia bronşică";"Na bronchiálnu endoskopiu";"Za bronhialno endoskopijo";"För bronkial endoskopi"
"LA05-5";"614";"За изгаряния";"Pro popáleniny";"Til brandsår";"Für Verbrennungen";"Για εγκαύματα";"For burns";"Para quemaduras";"Põletuste jaoks";"Palovammoihin";"Pour brûlures";"For burns";"Za opekotine";"Égési sebekhez";"Per ustioni";"Nudegimams";"Apdegumiem";"Għall-ħruq";"Voor brandwonden";"Na oparzenia";"Para queimaduras";"Pentru arsuri";"Na popáleniny";"Za opekline";"För brännskador"
"LA06-8";"615";"За цитостатично лечение";"Pro cytostatickou léčbu";"Til cytostatisk behandling";"Für die zytostatische Behandlung";"Για κυτταροστατική θεραπεία";"For cytostatic treatment";"Para tratamiento citostático";"Tsütostaatiliseks raviks";"Sytostaattihoitoon";"Pour traitement cytostatique";"For cytostatic treatment";"Za liječenje citostaticima";"Citosztatikus kezeléshez";"Per trattamento citostatico";"Skirtas gydyti citostatiniais vaistais";"Citostatiskajā ārstēšanā";"Għal trattament ċitostatiku";"Voor behandeling met cytostatica";"Do leczenia cytostatykami";"Para tratamento citostático";"Pentru tratament citostatic";"Na liečbu cytostatikami";"Za citostatično zdravljenje";"För cytostatikabehandling"
"LA07-1";"616";"За диагностична радиология";"Pro diagnostickou radiologii";"Til diagnostisk radiologi";"Für die Röntgendiagnostik";"Για διαγνωστική ακτινολογία";"For diagnostic radiology";"Para radiología de diagnóstico";"Diagnostiliseks radioloogiaks";"Diagnostiseen radiologiaan";"Pour radiologie de diagnostic";"For diagnostic radiology";"Za dijagnostičku radiologiju";"Diagnosztikai radiológiához";"Per radiologia diagnostica";"Diagnostinei radiologijai";"Radioloģijas diagnostikā";"Għar-radiologija djanjostika";"Voor diagnostische radiologie";"Dla radiologii diagnostycznej";"Para radiologia de diagnóstico";"Pentru radiologie de diagnosticare";"Pre diagnostickú rádiológiu";"Za diagnostično radiologijo";"För diagnostisk radiologi"
"LA08-4";"617";"За диетична употреба";"Pro dietní použití";"Til diætbrug";"Für den diätetischen Einsatz";"Για διαιτητική χρήση";"For dietary use";"Para uso dietético";"Dieediks";"Ruokavaliokäyttöön";"À usage diététique";"For dietary use";"Za korištenje kod dijeta";"Diétás célra";"Per uso dietetico";"Dietinis";"Izmantošanai diētās";"Għall-użu djetetiku";"Voor diëtisch gebruik";"Do stosowania w dietach";"Para uso dietético";"Cu utilizare în dietetică";"Na diétne použitie";"Za uporabo pri dietah";"För dietetiskt bruk"
"LA09-7";"618";"За дезинфекция";"Pro dezinfekci";"Til desinfektion";"Für die Desinfektion";"Για απολύμανση";"For disinfection";"Para desinfección";"Desinfektsiooniks";"Desinfiointiin";"Pour désinfection";"For disinfection";"Za dezinfekciju";"Fertőtlenítéshez";"Per disinfezione";"Dezinfekcinis";"Dezinfekcijai";"Għad-diżinfettar";"Voor desinfectie";"Do dezynfekcji";"Para desinfecção";"Pentru dezinfecţie";"Na dezinfekciu";"Za dezinfekcijo";"För desinfektion"
"LA10-0";"619";"За употреба в диспансери";"Pro lékárenské použití";"Til apoteksbrug";"Für Sanitätsstationen";"Για χρήση σε ιατρείο πρώτων βοηθειών";"For dispensary use";"Para uso en dispensarios";"Ambulatoorseks kasutamiseks";"Lääkelaboratoriokäyttöön";"Pour dispensaire";"For dispensary use";"Za ambulante";"Gyógyszerészeti felhasználásra";"Per uso dispensario";"Ambulatorinis";"Izmantošanai aptiekās";"Għall-użu fil-ispiżerija";"Voor gebruik in medische hulppost";"Do użytku aptecznego";"Para utilização em dispensários";"Pentru dispensar";"Na dispenzárne použitie";"Za ambulante";"För användning på apotek"
"LA11-3";"620";"За ендоваскуларна употреба";"Pro endovaskulární použití";"Til endovaskulær brug";"Für den endovaskulären Einsatz";"Για ενδοαγγειακή χρήση";"For endovascular use";"Para uso endovascular";"Endovaskulaarseks kasutamiseks";"Endovaskulaariseen käyttöön";"À usage endovasculaire";"For endovascular use";"Za endovaskularnu uporabu";"Endovaszkuláris felhasználásra";"Per uso endovascolare";"Endovaskuliarinis";"Endovaskulārai izmantošanai";"Għall-użu endovaskulari";"Voor intraveneus gebruik";"Do stosowania wewnątrznaczyniowego";"Para uso endovascular";"Cu utilizare endovasculară";"Na endovaskulárne použitie";"Za endovaskularno uporabo";"För endovaskulärt bruk"
"LA12-6";"621";"За гинекология";"Pro gynekologii";"Til gynækologi";"Für die Gynäkologie";"Για τη γυναικολογία";"For gynaecology";"Para ginecología";"Günekoloogia jaoks";"Gynekologiaan";"Pour gynécologie";"For gynaecology";"Za ginekologiju";"Nőgyógyászati célra";"Per ginecologia";"Ginekologinis";"Ginekoloģijā";"Għall-ginekoloġija";"Voor gynaecologie";"Dla ginekologii";"Para ginecologia";"Pentru ginecologie";"Pre gynekológiu";"Za ginekologijo";"För gynekologi"
"LA13-9";"622";"За хемодиализа";"Pro hemodialýzu";"Til hæmodialyse";"Für die Hämodialyse";"Για αιμοδιάλυση";"For haemodialysis";"Para hemodiálisis";"Hemodialüüsi jaoks";"Hemodialyysiin";"Pour hémodialyse";"For haemodialysis";"Za hemodijalizu";"Hemodialízishez";"Per emodialisi";"Hemodializės";"Hemodialīzē";"Għall-emodijaliżi";"Voor hemodialyse";"Do hemodializ";"Para hemodiálise";"Pentru hemodializă";"Na hemodialýzu";"Za hemodializo";"För hemodialys"
"LA14-2";"623";"За хемодинамика";"Pro hemodynamiku";"Til hæmodynamik";"Für die Hämodynamik";"Για αιμοδυναμική";"For haemodynamics";"Para hemodinámica";"Hemodünaamika jaoks";"Hemodynamiikkaa varten";"Pour hémodynamique";"For haemodynamics";"Za hemodinamiku";"Hemodinamikai célra";"Per emodinamica";"Hemodinaminis";"Hemodinamikā";"Għall-emodinamika";"Voor hemodynamica";"Do hemodynamiki";"Para hemodinâmica";"Pentru hemodinamică";"Pre hemodynamiku";"Za hemodinamiko";"För hemodynamiskt bruk"
"LA15-5";"624";"За сърдечна хирургия";"Pro kardiochirurgii";"Til hjertekirurgi";"Für die Herzchirurgie";"Για καρδιοχειρουργική";"For heart surgery";"Para cardiocirugía";"Südamekirurgia jaoks";"Sydänkirurgiaan";"Pour cardiochirurgie";"For heart surgery";"Za kardiokirurgiju";"Szívsebészeti célra";"Per cardiochirurgia";"Širdies chirurgijai";"Sirds ķirurģijā";"Għall-kirurġija tal-qalb";"Voor hartchirurgie";"Do chirurgii serca";"Para cirurgia cardíaca";"Pentru cardiochirurgie";"Pre kardiochirurgiu";"Za srčno kirurgijo";"För hjärtkirurgi"
"LA16-8";"625";"За болнична употреба";"Pro nemocniční použití";"Til hospitalsbrug";"Für den Krankenhausbedarf";"Για νοσοκομειακή χρήση";"For hospital use";"Para uso hospitalario";"Haiglates kasutamiseks";"Sairaalakäyttöön";"À usage hospitalier";"For hospital use";"Za bolničku uporabu";"Kórházi használatra";"Per uso nosocomiale";"Ligoninėms";"Izmantošanai slimnīcās";"Għall-użu fl-isptar";"Voor gebruik in het ziekenhuis";"Do użytku szpitalnego";"Para uso hospitalar";"Pentru spital";"Na použitie v nemocniciach";"Za bolnišnično uporabo";"För användning på sjukhus"
"LA17-1";"626";"За имунология";"Pro imunologii";"Til immunologi";"Für die Immunologie";"Για ανοσολογία";"For immunology";"Para inmunología";"Immunoloogia jaoks";"Immunologiaan";"Pour immunologie";"For immunology";"Za imunologiju";"Immunológiai célra";"Per immunologia";"Imunologinis";"Imunoloģijai";"Għall-immunoloġija";"Voor immunologie";"Do immunologii";"Para imunologia";"Pentru imunologie";"Pre imunológiu";"Za imunologijo";"För immunologi"
"LA18-4";"627";"За преливане";"Pro infuzi";"Til infusion";"Für Infusionen";"Για έγχυση";"For infusion";"Para perfusión";"Infusiooni jaoks";"Infuusioon";"Pour perfusion";"For infusion";"Za infuziju";"Infúzióhoz";"Per infusione";"Perpylimo";"Uzlējumiem";"Għall-infużjoni";"Voor infusie";"Do infuzji";"Para infusão";"Pentru perfuzie";"Na infúzie";"Za infuzijo";"För infusion"
"LA19-7";"628";"За инжектиране";"Pro injekci";"Til injektion";"Für Injektionen";"Ενέσιμο";"For injection";"Para inyección";"Süstimise jaoks";"Injektioon";"Pour injection";"For injection";"Za injekciju";"Injekcióhoz";"Per iniezione";"Injekcijoms";"Injekcijām";"Għall-injezzjoni";"Voor injectie";"Do wstrzykiwania";"Para injecção";"Pentru injectare";"Na injekčné použitie";"Za injekcijo";"För injektion"
"LA20-0";"629";"За интензивни грижи";"Pro intenzivní péči";"Til intensiv pleje";"Für die Intensivpflege";"Για χρήση στη μονάδα εντατικής θεραπείας";"For intensive-care use";"Para cuidados intensivos";"Intensiivravis kasutamiseks";"Tehohoitoon";"Pour soins intensifs";"For intensive-care use";"Za intenzivnu njegu";"Intenzív osztályon való használatra";"Per uso in terapia intensiva";"Intensyvios priežiūros";"Izmantošanai intensīvajā terapijā";"Għall-użu fil-kura intensiva";"Voor intensive-careafdeling";"Do użytku na oddziałach intensywnej terapii";"Para cuidados intensivos";"Pentru terapie intensivă";"Na použitie pri intenzívnej starostlivosti";"Za intenzivno nego";"För användning inom intensivvården"
"LA21-3";"630";"За лабораторна употреба";"Pro laboratorní použití";"Til laboratoriebrug";"Für den Laborbedarf";"Για εργαστηριακή χρήση";"For laboratory use";"Para uso en laboratorio";"Laboratooriumis kasutamiseks";"Laboratoriokäyttöön";"Pour laboratoire";"For laboratory use";"Za laboratorijsku uporabu";"Laboratóriumi használatra";"Per uso in laboratorio";"Laboratorinis";"Izmantošanai laboratorijās";"Għall-użu fil-laboratorju";"Voor laboratoriumgebruik";"Do użytku laboratoryjnego";"Para uso laboratorial";"Pentru laborator";"Na laboratórne použitie";"Za laboratorijsko uporabo";"För laboratoriebruk"
"LA22-6";"631";"За медицински персонал";"Pro zdravotnický personál";"Til medicinsk personale";"Für medizinisches Personal";"Για ιατρικό προσωπικό";"For medical personnel";"Para personal médico";"Meditsiinitöötajate jaoks";"Lääkintähenkilöstölle";"Pour le personnel médical";"For medical personnel";"Za medicinsko osoblje";"Egészségügyi dolgozóknak";"Per personale medico";"Gydytojų personalui";"Medicīnas personālam";"Għall-istaff mediku";"Voor medisch personeel";"Dla personelu medycznego";"Para pessoal médico";"Pentru personalul medical";"Pre zdravotnícky personál";"Za medicinsko osebje";"För medicinsk personal"
"LA23-9";"632";"За медицинска употреба";"Pro lékařské použití";"Til medicinsk brug";"Für medizinische Zwecke";"Για ιατρική χρήση";"For medical use";"Para uso médico";"Meditsiinis kasutamiseks";"Lääkinnälliseen käyttöön";"À usage médical";"For medical use";"Za medicinsku uporabu";"Gyógyászati felhasználásra";"Per uso medico";"Medicininos reikmėms";"Izmantošanai medicīnā";"Għall-użu mediku";"Voor medische doeleinden";"Do użytku medycznego";"Para uso médico";"Cu utilizare medicală";"Na lekárske použitie";"Za medicinsko uporabo";"För medicinskt bruk"
"LA24-2";"633";"За невроангиографска употреба";"Pro neuroangiografické použití";"Til neuroangiografisk brug";"Für die Neuroangiografie";"Για νευρο-αγγειογραφική χρήση";"For neuro-angiographical use";"Para uso neuroangiográfico";"Neuroangiograafias kasutamiseks";"Neuroangiografiaan";"À usage neuro-angiographique";"For neuro-angiographical use";"Za neuroangiografiju";"Neuro-angiográfiás felhasználásra";"Per uso neuroangiografico";"Neuroangiografinis";"Izmantošanai neiroangiogrāfijā";"Għall-użu newro-anġografiku";"Voor neuro-angiografie";"Do użytku w neuroangiografii";"Para uso neuroangiográfico";"Cu utilizare neuroangiografică";"Na neuroangiografické použitie";"Za nevroangiografijo";"För neuroangiografi"
"LA25-5";"634";"За неврохирургическа употреба";"Pro neurochirurgické použití";"Til neurokirurgisk brug";"Für die Neurochirurgie";"Για νευροχειρουργική χρήση";"For neuro-surgical use";"Para uso en neurocirugía";"Neurokirurgias kasutamiseks";"Neurokirurgiaan";"À usage neurochirurgical";"For neuro-surgical use";"Za neurokirurgiju";"Idegsebészeti felhasználásra";"Per uso neurochirurgico";"Neurochirurginis";"Izmantošanai neiroķirurģijā";"Għall-użu newro-kirurġiku";"Voor neurochirurgie";"Do użytku neurochirurgicznego";"Para uso neurocirúrgico";"Cu utilizare neurochirurgicală";"Na neurochirurgické použitie";"Za nevrokirurgijo";"För neurokirurgi"
"LA26-8";"635";"За среден медицински персонал";"Pro ošetřující personál";"Til plejepersonale";"Für Pflegepersonal";"Για το νοσηλευτικό προσωπικό";"For nursing staff";"Para personal de enfermería";"Õendusalatöötajate jaoks";"Hoitohenkilöstölle";"Pour le personnel infirmier";"For nursing staff";"Za osoblje za zdravstvenu njegu";"Ápolószemélyzet számára";"Per personale infermieristico";"Slaugos personalui";"Slimnieku kopējiem";"Għall-infermiera";"Voor verplegend personeel";"Dla personelu pielęgniarskiego";"Para pessoal de enfermagem";"Pentru personalul de asistenţă medicală";"Pre ošetrujúcich zamestnancov";"Za osebje bolniške nege";"För vårdpersonal"
"LA27-1";"636";"За операционна зала";"Pro operační sál";"Til operationsstue";"Für den Operationssaal";"Για το χειρουργείο";"For operating theatre";"Para quirófano";"Operatsioonisaalide jaoks";"Leikkaussaliin";"Pour salle d'opération";"For operating theatre";"Za operacijsku dvoranu";"Műtőteremhez";"Per sala operatoria";"Operacinėms";"Operāciju zālēm";"Għas-sala ta' l-operazjonijiet";"Voor operatiekamer";"Do sal operacyjnych";"Para bloco operatório";"Pentru sala de operaţie";"Pre operačné sály";"Za operacijsko dvorano";"För operationssalar"
"LA28-4";"637";"За употреба в операционна зала";"Pro použití na operačním sále";"Til brug på operationsstue";"Für den OP-Bedarf";"Για χρήση στο χειρουργείο";"For operating-theatre use";"Para uso en quirófano";"Operatsioonisaalides kasutamiseks";"Leikkaussalikäyttöön";"À usage en salle d'opération";"For operating-theatre use";"Za potrebe operacijske dvorane";"Műtőtermi használatra";"Per uso in sala operatoria";"Skirtas naudoti operacinėse";"Izmantošanai operāciju zālēs";"Għall-użu fis-sala ta' l-operazjonijiet";"Voor gebruik in de operatiekamer";"Do użytku na salach operacyjnych";"Para uso em bloco operatório";"Cu utilizare în sala de operaţie";"Na použitie v operačnej sále";"Za potrebe operacijskih dvoran";"För användning i operationssalar"
"LA29-7";"638";"За ортопедична употреба";"Pro ortopedické použití";"Til ortopædisk brug";"Für die Orthopädie";"Για ορθοπεδική χρήση";"For orthopaedic use";"Para uso ortopédico";"Ortopeedias kasutamiseks";"Ortopediaan";"À usage orthopédique";"For orthopaedic use";"Za ortopediju";"Ortopédiai használatra";"Per uso ortopedico";"Ortopedinis";"Izmantošanai ortopēdijā";"Għall-użu ortopediku";"Voor orthopedisch gebruik";"Do użytku ortopedycznego";"Para uso ortopédico";"Cu utilizare ortopedică";"Na ortopedické použitie";"Za ortopedijo";"För ortopedi"
"LA30-0";"639";"За остеосинтеза";"Pro osteosyntézu";"Til osteosyntese";"Für die Osteosynthese";"Για οστεοσύνθεση";"For osteosynthesis";"Para osteosíntesis";"Osteosünteesi jaoks";"Osteosynteesiin";"Pour ostéosynthèse";"For osteosynthesis";"Za osteosintezu";"Oszteoszintézishez";"Per osteosintesi";"Osteosintezės";"Osteosintēzē";"Għall-osteosinteżi";"Voor osteosynthese";"Do osteosyntezy";"Para osteossíntese";"Pentru osteosinteză";"Pre osteosyntézu";"Za osteosintezo";"För osteosyntes"
"LA31-3";"640";"За педиатрия";"Pro dětské lékařství";"Til pædiatrisk medicin";"Für die Pädiatrie";"Για παιδιατρική χρήση";"For paediatric medicine";"Para pediatría";"Pediaatria jaoks";"Lastenlääketieteeseen";"Pour pédiatrie";"For paediatric medicine";"Za pedijatriju";"Gyermekgyógyászati célra";"Per medicina pediatrica";"Pediatrinis";"Pediatrijā";"Għall-mediċina pedjatrika";"Voor pediatrie";"Do medycyny pediatrycznej";"Para pediatria";"Pentru pediatrie";"Pre detské lekárstvo";"Za pediatrijo";"För pediatrik"
"LA32-6";"641";"За парамедицинска употреба";"Pro střední zdravotnický personál";"Til paramedicinsk brug";"Für paramedizinische Zwecke";"Για παραϊατρική χρήση";"For paramedical use";"Para uso paramédico";"Parameditsiinis kasutamiseks";"Avustavaan hoitoon";"À usage paramédical";"For paramedical use";"Za paramedicinsku uporabu";"Paramedikális felhasználásra";"Per uso paramedico";"Paramedicinos personalui";"Izmantošanai paramedicīnā";"Għall-użu paramediku";"Voor paramedisch gebruik";"Do użytku paramedycznego";"Para uso paramédico";"Cu utilizare paramedicală";"Pre stredný zdravotnícky personál";"Za paramedicinsko uporabo";"För paramedicinskt bruk"
"LA33-9";"642";"За патология";"Pro patologii";"Til patologi";"Für die Pathologie";"Για την παθολογία";"For pathology";"Para patología";"Patoloogia jaoks";"Patologiaan";"Pour pathologie";"For pathology";"Za patologiju";"Patológiai célra";"Per patologia";"Patologijos (gydymo)";"Pataloģijā";"Għall-patoloġija";"Voor pathologie";"Do patologii";"Para patologia";"Pentru patologie";"Pre patológiu";"Za patologijo";"För patologiskt bruk"
"LA34-2";"643";"За перитонеална диализа";"Pro peritoneální dialýzu";"Til peritonealdialyse";"Für die Peritonealdialyse";"Για περιτοναιοκάθαρση";"For peritoneal dialysis";"Para diálisis peritoneal";"Peritoneaaldialüüsi jaoks";"Peritoneaalidialyysiin";"Pour dialyse péritonéale";"For peritoneal dialysis";"Za peritonealnu dijalizu";"Peritoneális dialízishez";"Per dialisi peritoneale";"Peritoninei dializei";"Peritoneālajā dialīzē";"Għad-dijaliżi peritonali";"Voor peritoneale dialyse";"Do dializ otrzewnowych";"Para diálise peritoneal";"Pentru dializă peritoneală";"Na peritoneálnu dialýzu";"Za peritonealno dializo";"För peritonealdialys"
"LA35-5";"644";"За психиатрични цели";"Pro psychiatrické účely";"Til psykiatriske formål";"Für die Psychiatrie";"Για ψυχιατρικούς σκοπούς";"For psychiatric purposes";"Para fines psiquiátricos";"Psühhiaatriliseks raviks";"Psykiatriaan";"À usage psychiatrique";"For psychiatric purposes";"Za psihijatriju";"Pszichiátriai célra";"Per fini psichiatrici";"Psichiatrijos reikmėms";"Psihiatriskiem nolūkiem";"Għal għanijiet psikjatriċi";"Voor psychiatrische doeleinden";"Dla celów psychiatrycznych";"Para fins psiquiátricos";"Cu utilizare în psihiatrie";"Na psychiatrické účely";"Za psihiatrijo";"För psykiatriska ändamål"
